adaptive,adaptivev2,imgt,tenx
TCRAV23-01,TCRAV23-01,TRAV23-1*01,TRAV23-1
TCRAV23-01*01,TCRAV23-01*01,TRAV23-1*01,TRAV23-1
TCRAV23-01*02,TCRAV23-01*02,TRAV23-1*02,TRAV23-1
TCRAV23-02,TCRAV23-02,TRAV23-2*01,TRAV23-2
TCRAV23-02*01,TCRAV23-02*01,TRAV23-2*01,TRAV23-2
TCRAV23-03,TCRAV23-03,TRAV23-3*01,TRAV23-3
TCRAV23-03*01,TCRAV23-03*01,TRAV23-3*01,TRAV23-3
TCRAV23-04,TCRAV23-04,TRAV23-4*01,TRAV23-4
TCRAV23-04*01,TCRAV23-04*01,TRAV23-4*01,TRAV23-4
TCRAV24,TCRAV24,TRAV24*01,TRAV24
TCRAV24*01,TCRAV24*01,TRAV24*01,TRAV24
TCRAV24-01,TCRAV24-01,TRAV24-1*01,TRAV24-1
TCRAV24-01*01,TCRAV24-01*01,TRAV24-1*01,TRAV24-1
TCRAV25,TCRAV25,TRAV25*01,TRAV25
TCRAV25*01,TCRAV25*01,TRAV25*01,TRAV25
TCRAV25*02,TCRAV25*02,TRAV25*02,TRAV25
TCRAV25-01,TCRAV25-01,TRAV25-1*01,TRAV25-1
TCRAV25-01*01,TCRAV25-01*01,TRAV25-1*01,TRAV25-1
TCRAV26-01,TCRAV26-01,TRAV26-1*01,TRAV26-1
TCRAV26-01*01,TCRAV26-01*01,TRAV26-1*01,TRAV26-1
TCRAV26-02,TCRAV26-02,TRAV26-2*01,TRAV26-2
TCRAV26-02*01,TCRAV26-02*01,TRAV26-2*01,TRAV26-2
TCRAV26-02*02,TCRAV26-02*02,TRAV26-2*02,TRAV26-2
TCRAV26-03,TCRAV26-03,TRAV26-3*01,TRAV26-3
TCRAV26-03*01,TCRAV26-03*01,TRAV26-3*01,TRAV26-3
TCRAV27,TCRAV27,TRAV27*01,TRAV27
TCRAV27*01,TCRAV27*01,TRAV27*01,TRAV27
TCRAV27-01,TCRAV27-01,TRAV27*01,TRAV27
TCRAV27-01*01,TCRAV27-01*01,TRAV27*01,TRAV27
TCRAV29,TCRAV29,TRAV29*01,TRAV29
TCRAV29*01,TCRAV29*01,TRAV29*01,TRAV29
TCRAV29-01,TCRAV29-01,TRAV29*01,TRAV29
TCRAV29-01*01,TCRAV29-01*01,TRAV29*01,TRAV29
TCRAV30,TCRAV30,TRAV30*01,TRAV30
TCRAV30*01,TCRAV30*01,TRAV30*01,TRAV30
TCRAV30-01,TCRAV30-01,TRAV30*01,TRAV30
TCRAV30-01*01,TCRAV30-01*01,TRAV30*01,TRAV30
TCRAV32,TCRAV32,TRAV32*01,TRAV32
TCRAV32*01,TCRAV32*01,TRAV32*01,TRAV32
TCRAV32*02,TCRAV32*02,TRAV32*02,TRAV32
TCRAV32-01,TCRAV32-01,TRAV32*01,TRAV32
TCRAV32-01*01,TCRAV32-01*01,TRAV32*01,TRAV32
TCRAV32-01*02,TCRAV32-01*02,TRAV32*02,TRAV32
TCRAV33,TCRAV33,TRAV33*01,TRAV33
TCRAV33*01,TCRAV33*01,TRAV33*01,TRAV33
TCRAV33*02,TCRAV33*02,TRAV33*02,TRAV33
TCRAV33-01,TCRAV33-01,TRAV33*01,TRAV33
TCRAV33-01*01,TCRAV33-01*01,TRAV33*01,TRAV33
TCRAV33-01*02,TCRAV33-01*02,TRAV33*02,TRAV33
TCRAV34,TCRAV34,TRAV34*01,TRAV34
TCRAV34*01,TCRAV34*01,TRAV34*01,TRAV34
TCRAV34*02,TCRAV34*02,TRAV34*02,TRAV34
TCRAV34-01,TCRAV34-01,TRAV34*01,TRAV34
TCRAV34-01*01,TCRAV34-01*01,TRAV34*01,TRAV34
TCRAV34-01*02,TCRAV34-01*02,TRAV34*02,TRAV34
TCRAV35,TCRAV35,TRAV35*01,TRAV35
TCRAV35*01,TCRAV35*01,TRAV35*01,TRAV35
TCRAV35*02,TCRAV35*02,TRAV35*02,TRAV35
TCRAV35-01,TCRAV35-01,TRAV35*01,TRAV35
TCRAV35-01*01,TCRAV35-01*01,TRAV35*01,TRAV35
TCRAV35-01*02,TCRAV35-01*02,TRAV35*02,TRAV35
TCRAV36,TCRAV36,TRAV36*01,TRAV36
TCRAV36*01,TCRAV36*01,TRAV36*01,TRAV36
TCRAV36*02,TCRAV36*02,TRAV36*02,TRAV36
TCRAV36-01,TCRAV36-01,TRAV36*01,TRAV36
TCRAV36-01*01,TCRAV36-01*01,TRAV36*01,TRAV36
TCRAV36-01*02,TCRAV36-01*02,TRAV36*02,TRAV36
TCRAV37,TCRAV37,TRAV37*01,TRAV37
TCRAV37*01,TCRAV37*01,TRAV37*01,TRAV37
TCRAV37*02,TCRAV37*02,TRAV37*02,TRAV37
TCRAV37-01,TCRAV37-01,TRAV37*01,TRAV37
TCRAV37-01*01,TCRAV37-01*01,TRAV37*01,TRAV37
TCRAV37-01*02,TCRAV37-01*02,TRAV37*02,TRAV37
TCRAV38-01,TCRAV38-01,TRAV38-1*01,TRAV38-1
TCRAV38-01*01,TCRAV38-01*01,TRAV38-1*01,TRAV38-1
TCRAV38-01*02,TCRAV38-01*02,TRAV38-1*02,TRAV38-1
TCRAV38-02,TCRAV38-02,TRAV38-2*01,TRAV38-2
TCRAV38-02*01,TCRAV38-02*01,TRAV38-2*01,TRAV38-2
TCRAV38-02*02,TCRAV38-02*02,TRAV38-2*02,TRAV38-2
TCRAV39,TCRAV39,TRAV39*01,TRAV39
TCRAV39*01,TCRAV39*01,TRAV39*01,TRAV39
TCRAV39-01,TCRAV39-01,TRAV39*01,TRAV39
TCRAV39-01*01,TCRAV39-01*01,TRAV39*01,TRAV39
TCRAV40,TCRAV40,TRAV40*01,TRAV40
TCRAV40*01,TCRAV40*01,TRAV40*01,TRAV40
TCRAV40*02,TCRAV40*02,TRAV40*02,TRAV40
TCRAV40-01,TCRAV40-01,TRAV40*01,TRAV40
TCRAV40-01*01,TCRAV40-01*01,TRAV40*01,TRAV40
TCRAV40-01*02,TCRAV40-01*02,TRAV40*02,TRAV40
TCRAV41,TCRAV41,TRAV41*01,TRAV41
TCRAV41*01,TCRAV41*01,TRAV41*01,TRAV41
TCRAV41-01,TCRAV41-01,TRAV41*01,TRAV41
TCRAV41-01*01,TCRAV41-01*01,TRAV41*01,TRAV41
TCRAV46,TCRAV46,TRAV46*01,TRAV46
TCRAV46*01,TCRAV46*01,TRAV46*01,TRAV46
TCRAV46*02,TCRAV46*02,TRAV46*02,TRAV46
TCRAV46-01,TCRAV46-01,TRAV46*01,TRAV46
TCRAV46-01*01,TCRAV46-01*01,TRAV46*01,TRAV46
TCRAV46-01*02,TCRAV46-01*02,TRAV46*02,TRAV46
TCRAVA,TCRAVA,TRAVA*01,TRAVA
TCRAVA*01,TCRAVA*01,TRAVA*01,TRAVA
TCRAVA-01,TCRAVA-01,TRAVA*01,TRAVA
TCRAVA-01*01,TCRAVA-01*01,TRAVA*01,TRAVA
TCRAVB,TCRAVB,TRAVB*01,TRAVB
TCRAVB*01,TCRAVB*01,TRAVB*01,TRAVB
TCRAVB-01,TCRAVB-01,TRAVB*01,TRAVB
TCRAVB-01*01,TCRAVB-01*01,TRAVB*01,TRAVB
TCRBD01,TCRBD01,TRBD1*01,TRBD1
TCRBD01*01,TCRBD01*01,TRBD1*01,TRBD1
TCRBD01-01,TCRBD01-01,TRBD1*01,TRBD1
TCRBD01-01*01,TCRBD01-01*01,TRBD1*01,TRBD1
TCRBD02,TCRBD02,TRBD2*01,TRBD2
TCRBD02*01,TCRBD02*01,TRBD2*01,TRBD2
TCRBD02-01,TCRBD02-01,TRBD2*01,TRBD2
TCRBD02-01*01,TCRBD02-01*01,TRBD2*01,TRBD2
TCRBJ01-01,TCRBJ01-01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-01*01,TCRBJ01-01*01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-01*02,TCRBJ01-01*02,TRBJ1-1*02,TRBJ1-1
TCRBJ01-02,TCRBJ01-02,TRBJ1-2*01,TRBJ1-2
TCRBJ01-02*01,TCRBJ01-02*01,TRBJ1-2*01,TRBJ1-2
TCRBJ01-03,TCRBJ01-03,TRBJ1-3*01,TRBJ1-3
TCRBJ01-03*01,TCRBJ01-03*01,TRBJ1-3*01,TRBJ1-3
TCRBJ01-04,TCRBJ01-04,TRBJ1-4*01,TRBJ1-4
TCRBJ01-04*01,TCRBJ01-04*01,TRBJ1-4*01,TRBJ1-4
TCRBJ01-05,TCRBJ01-05,TRBJ1-5*01,TRBJ1-5
TCRBJ01-05*01,TCRBJ01-05*01,TRBJ1-5*01,TRBJ1-5
TCRBJ01-06,TCRBJ01-06,TRBJ1-6*01,TRBJ1-6
TCRBJ01-06*01,TCRBJ01-06*01,TRBJ1-6*01,TRBJ1-6
TCRBJ01-06*02,TCRBJ01-06*02,TRBJ1-6*02,TRBJ1-6
TCRBJ01-06*03,TCRBJ01-06*03,TRBJ1-6*03,TRBJ1-6
TCRBJ02-01,TCRBJ02-01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-01*01,TCRBJ02-01*01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-01*02,TCRBJ02-01*02,TRBJ2-1*02,TRBJ2-1
TCRBJ02-02,TCRBJ02-02,TRBJ2-2*01,TRBJ2-2
TCRBJ02-02*01,TCRBJ02-02*01,TRBJ2-2*01,TRBJ2-2
TCRBJ02-02P,TCRBJ02-02P,TRBJ2-2P*01,TRBJ2-2P
TCRBJ02-02P*01,TCRBJ02-02P*01,TRBJ2-2P*01,TRBJ2-2P
TCRBJ02-02P*02,TCRBJ02-02P*02,TRBJ2-2P*02,TRBJ2-2P
TCRBJ02-03,TCRBJ02-03,TRBJ2-3*01,TRBJ2-3
TCRBJ02-03*01,TCRBJ02-03*01,TRBJ2-3*01,TRBJ2-3
TCRBJ02-04,TCRBJ02-04,TRBJ2-4*01,TRBJ2-4
TCRBJ02-04*01,TCRBJ02-04*01,TRBJ2-4*01,TRBJ2-4
TCRBJ02-05,TCRBJ02-05,TRBJ2-5*01,TRBJ2-5
TCRBJ02-05*01,TCRBJ02-05*01,TRBJ2-5*01,TRBJ2-5
TCRBJ02-06,TCRBJ02-06,TRBJ2-6*01,TRBJ2-6
TCRBJ02-06*01,TCRBJ02-06*01,TRBJ2-6*01,TRBJ2-6
TCRBJ02-07,TCRBJ02-07,TRBJ2-7*01,TRBJ2-7
TCRBJ02-07*01,TCRBJ02-07*01,TRBJ2-7*01,TRBJ2-7
TCRBV01-01,TCRBV01-01,TRBV1-1*01,TRBV1-1
TCRBV01-01*01,TCRBV01-01*01,TRBV1-1*01,TRBV1-1
TCRBV01-01*02,TCRBV01-01*02,TRBV1-1*02,TRBV1-1
TCRBV01-02,TCRBV01-02,TRBV1-2*01,TRBV1-2
TCRBV01-02*01,TCRBV01-02*01,TRBV1-2*01,TRBV1-2
TCRBV01-03,TCRBV01-03,TRBV1-3*01,TRBV1-3
TCRBV01-03*01,TCRBV01-03*01,TRBV1-3*01,TRBV1-3
TCRBV01-03*02,TCRBV01-03*02,TRBV1-3*02,TRBV1-3
TCRBV02-01,TCRBV02-01,TRBV2-1*01,TRBV2-1
TCRBV02-01*01,TCRBV02-01*01,TRBV2-1*01,TRBV2-1
TCRBV02-01*02,TCRBV02-01*02,TRBV2-1*02,TRBV2-1
TCRBV02-02,TCRBV02-02,TRBV2-2*01,TRBV2-2
TCRBV02-02*01,TCRBV02-02*01,TRBV2-2*01,TRBV2-2
TCRBV02-03,TCRBV02-03,TRBV2-3*01,TRBV2-3
TCRBV02-03*01,TCRBV02-03*01,TRBV2-3*01,TRBV2-3
TCRBV02-03*02,TCRBV02-03*02,TRBV2-3*02,TRBV2-3
TCRBV03-01,TCRBV03-01,TRBV3-1*01,TRBV3-1
TCRBV03-01*01,TCRBV03-01*01,TRBV3-1*01,TRBV3-1
TCRBV03-02,TCRBV03-02,TRBV3-2*01,TRBV3-2
TCRBV03-02*01,TCRBV03-02*01,TRBV3-2*01,TRBV3-2
TCRBV03-02*02,TCRBV03-02*02,TRBV3-2*02,TRBV3-2
TCRBV03-03,TCRBV03-03,TRBV3-3*01,TRBV3-3
TCRBV03-03*01,TCRBV03-03*01,TRBV3-3*01,TRBV3-3
TCRBV03-03*02,TCRBV03-03*02,TRBV3-3*02,TRBV3-3
TCRBV03-04,TCRBV03-04,TRBV3-4*01,TRBV3-4
TCRBV03-04*01,TCRBV03-04*01,TRBV3-4*01,TRBV3-4
TCRBV03-04*02,TCRBV03-04*02,TRBV3-4*02,TRBV3-4
TCRBV04-01,TCRBV04-01,TRBV4-1*01,TRBV4-1
TCRBV04-01*01,TCRBV04-01*01,TRBV4-1*01,TRBV4-1
TCRBV04-01*02,TCRBV04-01*02,TRBV4-1*02,TRBV4-1
TCRBV04-02,TCRBV04-02,TRBV4-2*01,TRBV4-2
TCRBV04-02*01,TCRBV04-02*01,TRBV4-2*01,TRBV4-2
TCRBV04-02*02,TCRBV04-02*02,TRBV4-2*02,TRBV4-2
TCRBV04-03,TCRBV04-03,TRBV4-3*01,TRBV4-3
TCRBV04-03*01,TCRBV04-03*01,TRBV4-3*01,TRBV4-3
TCRBV04-03*02,TCRBV04-03*02,TRBV4-3*02,TRBV4-3
TCRBV04-03*03,TCRBV04-03*03,TRBV4-3*03,TRBV4-3
TCRBV05-01,TCRBV05-01,TRBV5-1*01,TRBV5-1
TCRBV05-01*01,TCRBV05-01*01,TRBV5-1*01,TRBV5-1
TCRBV05-01*02,TCRBV05-01*02,TRBV5-1*02,TRBV5-1
TCRBV05-01*03,TCRBV05-01*03,TRBV5-1*03,TRBV5-1
TCRBV05-010,TCRBV05-010,TRBV5-10*01,TRBV5-10
TCRBV05-010*01,TCRBV05-010*01,TRBV5-10*01,TRBV5-10
TCRBV05-010*02,TCRBV05-010*02,TRBV5-10*02,TRBV5-10
TCRBV05-02,TCRBV05-02,TRBV5-2*01,TRBV5-2
TCRBV05-02*01,TCRBV05-02*01,TRBV5-2*01,TRBV5-2
TCRBV05-02*02,TCRBV05-02*02,TRBV5-2*02,TRBV5-2
TCRBV05-03,TCRBV05-03,TRBV5-3*01,TRBV5-3
TCRBV05-03*01,TCRBV05-03*01,TRBV5-3*01,TRBV5-3
TCRBV05-03*02,TCRBV05-03*02,TRBV5-3*02,TRBV5-3
TCRBV05-03*03,TCRBV05-03*03,TRBV5-3*03,TRBV5-3
TCRBV05-04,TCRBV05-04,TRBV5-4*01,TRBV5-4
TCRBV05-04*01,TCRBV05-04*01,TRBV5-4*01,TRBV5-4
TCRBV05-04*02,TCRBV05-04*02,TRBV5-4*02,TRBV5-4
TCRBV05-04*03,TCRBV05-04*03,TRBV5-4*03,TRBV5-4
TCRBV05-05,TCRBV05-05,TRBV5-5*01,TRBV5-5
TCRBV05-05*01,TCRBV05-05*01,TRBV5-5*01,TRBV5-5
TCRBV05-05*02,TCRBV05-05*02,TRBV5-5*02,TRBV5-5
TCRBV05-05*03,TCRBV05-05*03,TRBV5-5*03,TRBV5-5
TCRBV05-06,TCRBV05-06,TRBV5-6*01,TRBV5-6
TCRBV05-06*01,TCRBV05-06*01,TRBV5-6*01,TRBV5-6
TCRBV05-06*02,TCRBV05-06*02,TRBV5-6*02,TRBV5-6
TCRBV05-07,TCRBV05-07,TRBV5-7*01,TRBV5-7
TCRBV05-07*01,TCRBV05-07*01,TRBV5-7*01,TRBV5-7
TCRBV05-07*02,TCRBV05-07*02,TRBV5-7*02,TRBV5-7
TCRBV05-08,TCRBV05-08,TRBV5-8*01,TRBV5-8
TCRBV05-08*01,TCRBV05-08*01,TRBV5-8*01,TRBV5-8
TCRBV05-08*02,TCRBV05-08*02,TRBV5-8*02,TRBV5-8
TCRBV05-09,TCRBV05-09,TRBV5-9*01,TRBV5-9
TCRBV05-09*01,TCRBV05-09*01,TRBV5-9*01,TRBV5-9
TCRBV05-09*02,TCRBV05-09*02,TRBV5-9*02,TRBV5-9
TCRBV05-09*03,TCRBV05-09*03,TRBV5-9*03,TRBV5-9
TCRBV06-01,TCRBV06-01,TRBV6-1*01,TRBV6-1
TCRBV06-01*01,TCRBV06-01*01,TRBV6-1*01,TRBV6-1
TCRBV06-01*02,TCRBV06-01*02,TRBV6-1*02,TRBV6-1
TCRBV06-02,TCRBV06-02,TRBV6-2*01,TRBV6-2
TCRBV06-02*01,TCRBV06-02*01,TRBV6-2*01,TRBV6-2
TCRBV06-02*02,TCRBV06-02*02,TRBV6-2*02,TRBV6-2
TCRBV06-02*03,TCRBV06-02*03,TRBV6-2*03,TRBV6-2
TCRBV06-02-01,TCRBV06-02-01,TRBV6-2-1*01,TRBV6-2-1
TCRBV06-02-01*01,TCRBV06-02-01*01,TRBV6-2-1*01,TRBV6-2-1
TCRBV06-02-01*02,TCRBV06-02-01*02,TRBV6-2-1*02,TRBV6-2-1
TCRBV06-03,TCRBV06-03,TRBV6-3*01,TRBV6-3
TCRBV06-03*01,TCRBV06-03*01,TRBV6-3*01,TRBV6-3
TCRBV06-03*02,TCRBV06-03*02,TRBV6-3*02,TRBV6-3
TCRBV06-04,TCRBV06-04,TRBV6-4*01,TRBV6-4
TCRBV06-04*01,TCRBV06-04*01,TRBV6-4*01,TRBV6-4
TCRBV06-04*02,TCRBV06-04*02,TRBV6-4*02,TRBV6-4
TCRBV06-04*03,TCRBV06-04*03,TRBV6-4*03,TRBV6-4
TCRBV06-05,TCRBV06-05,TRBV6-5*01,TRBV6-5
TCRBV06-05*01,TCRBV06-05*01,TRBV6-5*01,TRBV6-5
TCRBV06-05-01,TCRBV06-05-01,TRBV6-5-1*01,TRBV6-5-1
TCRBV06-05-01*01,TCRBV06-05-01*01,TRBV6-5-1*01,TRBV6-5-1
TCRBV06-05-01*02,TCRBV06-05-01*02,TRBV6-5-1*02,TRBV6-5-1
TCRBV06-06,TCRBV06-06,TRBV6-6*01,TRBV6-6
TCRBV06-06*01,TCRBV06-06*01,TRBV6-6*01,TRBV6-6
TCRBV06-06*02,TCRBV06-06*02,TRBV6-6*02,TRBV6-6
TCRBV06-07,TCRBV06-07,TRBV6-7*01,TRBV6-7
TCRBV06-07*01,TCRBV06-07*01,TRBV6-7*01,TRBV6-7
TCRBV06-08,TCRBV06-08,TRBV6-8*01,TRBV6-8
TCRBV06-08*01,TCRBV06-08*01,TRBV6-8*01,TRBV6-8
TCRBV06-08*02,TCRBV06-08*02,TRBV6-8*02,TRBV6-8
TCRBV07-01,TCRBV07-01,TRBV7-1*01,TRBV7-1
TCRBV07-01*01,TCRBV07-01*01,TRBV7-1*01,TRBV7-1
TCRBV07-010,TCRBV07-010,TRBV7-10*01,TRBV7-10
TCRBV07-010*01,TCRBV07-010*01,TRBV7-10*01,TRBV7-10
TCRBV07-010*02,TCRBV07-010*02,TRBV7-10*02,TRBV7-10
TCRBV07-02,TCRBV07-02,TRBV7-2*01,TRBV7-2
TCRBV07-02*01,TCRBV07-02*01,TRBV7-2*01,TRBV7-2
TCRBV07-02*03,TCRBV07-02*03,TRBV7-2*03,TRBV7-2
TCRBV07-03,TCRBV07-03,TRBV7-3*01,TRBV7-3
TCRBV07-03*01,TCRBV07-03*01,TRBV7-3*01,TRBV7-3
TCRBV07-04,TCRBV07-04,TRBV7-4*01,TRBV7-4
TCRBV07-04*01,TCRBV07-04*01,TRBV7-4*01,TRBV7-4
TCRBV07-04*02,TCRBV07-04*02,TRBV7-4*02,TRBV7-4
TCRBV07-04*03,TCRBV07-04*03,TRBV7-4*03,TRBV7-4
TCRBV07-05,TCRBV07-05,TRBV7-5*01,TRBV7-5
TCRBV07-05*01,TCRBV07-05*01,TRBV7-5*01,TRBV7-5
TCRBV07-05*02,TCRBV07-05*02,TRBV7-5*02,TRBV7-5
TCRBV07-06,TCRBV07-06,TRBV7-6*01,TRBV7-6
TCRBV07-06*01,TCRBV07-06*01,TRBV7-6*01,TRBV7-6
TCRBV07-06*02,TCRBV07-06*02,TRBV7-6*02,TRBV7-6
TCRBV07-07,TCRBV07-07,TRBV7-7*01,TRBV7-7
TCRBV07-07*01,TCRBV07-07*01,TRBV7-7*01,TRBV7-7
TCRBV07-07*02,TCRBV07-07*02,TRBV7-7*02,TRBV7-7
TCRBV07-07-01,TCRBV07-07-01,TRBV7-7-1*01,TRBV7-7-1
TCRBV07-07-01*01,TCRBV07-07-01*01,TRBV7-7-1*01,TRBV7-7-1
TCRBV07-07-01*02,TCRBV07-07-01*02,TRBV7-7-1*02,TRBV7-7-1
TCRBV07-08,TCRBV07-08,TRBV7-8*01,TRBV7-8
TCRBV07-08*01,TCRBV07-08*01,TRBV7-8*01,TRBV7-8
TCRBV07-09,TCRBV07-09,TRBV7-9*01,TRBV7-9
TCRBV07-09*01,TCRBV07-09*01,TRBV7-9*01,TRBV7-9
TCRBV07-09*02,TCRBV07-09*02,TRBV7-9*02,TRBV7-9
TCRBV08-01,TCRBV08-01,TRBV8-1*01,TRBV8-1
TCRBV08-01*01,TCRBV08-01*01,TRBV8-1*01,TRBV8-1
TCRBV08-01*02,TCRBV08-01*02,TRBV8-1*02,TRBV8-1
TCRBV08-02,TCRBV08-02,TRBV8-2*01,TRBV8-2
TCRBV08-02*01,TCRBV08-02*01,TRBV8-2*01,TRBV8-2
TCRBV08-02*02,TCRBV08-02*02,TRBV8-2*02,TRBV8-2
TCRBV09,TCRBV09,TRBV9*01,TRBV9
TCRBV09*01,TCRBV09*01,TRBV9*01,TRBV9
TCRBV09*02,TCRBV09*02,TRBV9*02,TRBV9
TCRBV09*03,TCRBV09*03,TRBV9*03,TRBV9
TCRBV09-01,TCRBV09-01,TRBV9*01,TRBV9
TCRBV09-01*01,TCRBV09-01*01,TRBV9*01,TRBV9
TCRBV09-01*02,TCRBV09-01*02,TRBV9*02,TRBV9
TCRBV09-01*03,TCRBV09-01*03,TRBV9*03,TRBV9
TCRBV10-01,TCRBV10-01,TRBV10-1*01,TRBV10-1
TCRBV10-01*01,TCRBV10-01*01,TRBV10-1*01,TRBV10-1
TCRBV10-01*02,TCRBV10-01*02,TRBV10-1*02,TRBV10-1
TCRBV10-02,TCRBV10-02,TRBV10-2*01,TRBV10-2
TCRBV10-02*01,TCRBV10-02*01,TRBV10-2*01,TRBV10-2
TCRBV10-03,TCRBV10-03,TRBV10-3*01,TRBV10-3
TCRBV10-03*01,TCRBV10-03*01,TRBV10-3*01,TRBV10-3
TCRBV10-03*02,TCRBV10-03*02,TRBV10-3*02,TRBV10-3
TCRBV11-01,TCRBV11-01,TRBV11-1*01,TRBV11-1
TCRBV11-01*01,TCRBV11-01*01,TRBV11-1*01,TRBV11-1
TCRBV11-02,TCRBV11-02,TRBV11-2*01,TRBV11-2
TCRBV11-02*01,TCRBV11-02*01,TRBV11-2*01,TRBV11-2
TCRBV11-02*02,TCRBV11-02*02,TRBV11-2*02,TRBV11-2
TCRBV11-03,TCRBV11-03,TRBV11-3*01,TRBV11-3
TCRBV11-03*01,TCRBV11-03*01,TRBV11-3*01,TRBV11-3
TCRBV12-01,TCRBV12-01,TRBV12-1*01,TRBV12-1
TCRBV12-01*01,TCRBV12-01*01,TRBV12-1*01,TRBV12-1
TCRBV12-01*02,TCRBV12-01*02,TRBV12-1*02,TRBV12-1
TCRBV12-02,TCRBV12-02,TRBV12-2*01,TRBV12-2
TCRBV12-02*01,TCRBV12-02*01,TRBV12-2*01,TRBV12-2
TCRBV12-02*02,TCRBV12-02*02,TRBV12-2*02,TRBV12-2
TCRBV12-02*03,TCRBV12-02*03,TRBV12-2*03,TRBV12-2
TCRBV12-03,TCRBV12-03,TRBV12-3*01,TRBV12-3
TCRBV12-03*01,TCRBV12-03*01,TRBV12-3*01,TRBV12-3
TCRBV12-03*02,TCRBV12-03*02,TRBV12-3*02,TRBV12-3
TCRBV12-04,TCRBV12-04,TRBV12-4*01,TRBV12-4
TCRBV12-04*01,TCRBV12-04*01,TRBV12-4*01,TRBV12-4
TCRBV12-04*02,TCRBV12-04*02,TRBV12-4*02,TRBV12-4
TCRBV13,TCRBV13,TRBV13*01,TRBV13
TCRBV13*01,TCRBV13*01,TRBV13*01,TRBV13
TCRBV13*02,TCRBV13*02,TRBV13*02,TRBV13
TCRBV13-01,TCRBV13-01,TRBV13*01,TRBV13
TCRBV13-01*01,TCRBV13-01*01,TRBV13*01,TRBV13
TCRBV13-01*02,TCRBV13-01*02,TRBV13*02,TRBV13
TCRBV14,TCRBV14,TRBV14*01,TRBV14
TCRBV14*01,TCRBV14*01,TRBV14*01,TRBV14
TCRBV14-01,TCRBV14-01,TRBV14*01,TRBV14
TCRBV14-01*01,TCRBV14-01*01,TRBV14*01,TRBV14
TCRBV15,TCRBV15,TRBV15*01,TRBV15
TCRBV15*01,TCRBV15*01,TRBV15*01,TRBV15
TCRBV15-01,TCRBV15-01,TRBV15*01,TRBV15
TCRBV15-01*01,TCRBV15-01*01,TRBV15*01,TRBV15
TCRBV16,TCRBV16,TRBV16*01,TRBV16
TCRBV16*01,TCRBV16*01,TRBV16*01,TRBV16
TCRBV16*02,TCRBV16*02,TRBV16*02,TRBV16
TCRBV16-01,TCRBV16-01,TRBV16*01,TRBV16
TCRBV16-01*01,TCRBV16-01*01,TRBV16*01,TRBV16
TCRBV16-01*02,TCRBV16-01*02,TRBV16*02,TRBV16
TCRBV18,TCRBV18,TRBV18*01,TRBV18
TCRBV18*01,TCRBV18*01,TRBV18*01,TRBV18
TCRBV18-01,TCRBV18-01,TRBV18*01,TRBV18
TCRBV18-01*01,TCRBV18-01*01,TRBV18*01,TRBV18
TCRBV19,TCRBV19,TRBV19*01,TRBV19
TCRBV19*01,TCRBV19*01,TRBV19*01,TRBV19
TCRBV19*02,TCRBV19*02,TRBV19*02,TRBV19
TCRBV19-01,TCRBV19-01,TRBV19*01,TRBV19
TCRBV19-01*01,TCRBV19-01*01,TRBV19*01,TRBV19
TCRBV19-01*02,TCRBV19-01*02,TRBV19*02,TRBV19
TCRBV20,TCRBV20,TRBV20-1*01,TRBV20-1
TCRBV20*01,TCRBV20*01,TRBV20-1*01,TRBV20-1
TCRBV20*02,TCRBV20*02,TRBV20-1*02,TRBV20-1
TCRBV20-01,TCRBV20-01,TRBV20-1*01,TRBV20-1
TCRBV20-01*01,TCRBV20-01*01,TRBV20-1*01,TRBV20-1
TCRBV20-01*02,TCRBV20-01*02,TRBV20-1*02,TRBV20-1
TCRBV21,TCRBV21,TRBV21-1*01,TRBV21-1
TCRBV21*01,TCRBV21*01,TRBV21-1*01,TRBV21-1
TCRBV21*02,TCRBV21*02,TRBV21-1*02,TRBV21-1
TCRBV21-01,TCRBV21-01,TRBV21-1*01,TRBV21-1
TCRBV21-01*01,TCRBV21-01*01,TRBV21-1*01,TRBV21-1
TCRBV21-01*02,TCRBV21-01*02,TRBV21-1*02,TRBV21-1
TCRBV22,TCRBV22,TRBV22-1*01,TRBV22-1
TCRBV22*01,TCRBV22*01,TRBV22-1*01,TRBV22-1
TCRBV22*02,TCRBV22*02,TRBV22-1*02,TRBV22-1
TCRBV22-01,TCRBV22-01,TRBV22-1*01,TRBV22-1
TCRBV22-01*01,TCRBV22-01*01,TRBV22-1*01,TRBV22-1
TCRBV22-01*02,TCRBV22-01*02,TRBV22-1*02,TRBV22-1
TCRBV23,TCRBV23,TRBV23-1*01,TRBV23-1
TCRBV23*01,TCRBV23*01,TRBV23-1*01,TRBV23-1
TCRBV23-01,TCRBV23-01,TRBV23-1*01,TRBV23-1
TCRBV23-01*01,TCRBV23-01*01,TRBV23-1*01,TRBV23-1
TCRBV24,TCRBV24,TRBV24-1*01,TRBV24-1
TCRBV24*01,TCRBV24*01,TRBV24-1*01,TRBV24-1
TCRBV24-01,TCRBV24-01,TRBV24-1*01,TRBV24-1
