adaptive,adaptivev2,imgt,tenx
TCRAV15-01*01,TCRAV15-01*01,TRAV15*01,TRAV15
TCRAV16,TCRAV16,TRAV16*01,TRAV16
TCRAV16*01,TCRAV16*01,TRAV16*01,TRAV16
TCRAV16-01,TCRAV16-01,TRAV16*01,TRAV16
TCRAV16-01*01,TCRAV16-01*01,TRAV16*01,TRAV16
TCRAV17,TCRAV17,TRAV17*01,TRAV17
TCRAV17*01,TCRAV17*01,TRAV17*01,TRAV17
TCRAV17-01,TCRAV17-01,TRAV17*01,TRAV17
TCRAV17-01*01,TCRAV17-01*01,TRAV17*01,TRAV17
TCRAV18,TCRAV18,TRAV18*01,TRAV18
TCRAV18*01,TCRAV18*01,TRAV18*01,TRAV18
TCRAV18-01,TCRAV18-01,TRAV18*01,TRAV18
TCRAV18-01*01,TCRAV18-01*01,TRAV18*01,TRAV18
TCRAV19,TCRAV19,TRAV19*01,TRAV19
TCRAV19*01,TCRAV19*01,TRAV19*01,TRAV19
TCRAV19-01,TCRAV19-01,TRAV19*01,TRAV19
TCRAV19-01*01,TCRAV19-01*01,TRAV19*01,TRAV19
TCRAV20,TCRAV20,TRAV20*01,TRAV20
TCRAV20*01,TCRAV20*01,TRAV20*01,TRAV20
TCRAV20*02,TCRAV20*02,TRAV20*02,TRAV20
TCRAV20*03,TCRAV20*03,TRAV20*03,TRAV20
TCRAV20*04,TCRAV20*04,TRAV20*04,TRAV20
TCRAV20-01,TCRAV20-01,TRAV20*01,TRAV20
TCRAV20-01*01,TCRAV20-01*01,TRAV20*01,TRAV20
TCRAV20-01*02,TCRAV20-01*02,TRAV20*02,TRAV20
TCRAV20-01*03,TCRAV20-01*03,TRAV20*03,TRAV20
TCRAV20-01*04,TCRAV20-01*04,TRAV20*04,TRAV20
TCRAV21,TCRAV21,TRAV21*01,TRAV21
TCRAV21*01,TCRAV21*01,TRAV21*01,TRAV21
TCRAV21*02,TCRAV21*02,TRAV21*02,TRAV21
TCRAV21-01,TCRAV21-01,TRAV21*01,TRAV21
TCRAV21-01*01,TCRAV21-01*01,TRAV21*01,TRAV21
TCRAV21-01*02,TCRAV21-01*02,TRAV21*02,TRAV21
TCRAV22,TCRAV22,TRAV22*01,TRAV22
TCRAV22*01,TCRAV22*01,TRAV22*01,TRAV22
TCRAV22-01,TCRAV22-01,TRAV22*01,TRAV22
TCRAV22-01*01,TCRAV22-01*01,TRAV22*01,TRAV22
TCRAV23,TCRAV23,TRAV23/DV6*01,TRAV23/DV6
TCRAV23*01,TCRAV23*01,TRAV23/DV6*01,TRAV23/DV6
TCRAV23*02,TCRAV23*02,TRAV23/DV6*02,TRAV23/DV6
TCRAV23*03,TCRAV23*03,TRAV23/DV6*03,TRAV23/DV6
TCRAV23*04,TCRAV23*04,TRAV23/DV6*04,TRAV23/DV6
TCRAV23*05,TCRAV23*05,TRAV23/DV6*05,TRAV23/DV6
TCRAV23-01,TCRAV23-01,TRAV23/DV6*01,TRAV23/DV6
TCRAV23-01*01,TCRAV23-01*01,TRAV23/DV6*01,TRAV23/DV6
TCRAV23-01*02,TCRAV23-01*02,TRAV23/DV6*02,TRAV23/DV6
TCRAV23-01*03,TCRAV23-01*03,TRAV23/DV6*03,TRAV23/DV6
TCRAV23-01*04,TCRAV23-01*04,TRAV23/DV6*04,TRAV23/DV6
TCRAV23-01*05,TCRAV23-01*05,TRAV23/DV6*05,TRAV23/DV6
TCRAV24,TCRAV24,TRAV24*01,TRAV24
TCRAV24*01,TCRAV24*01,TRAV24*01,TRAV24
TCRAV24*02,TCRAV24*02,TRAV24*02,TRAV24
TCRAV24-01,TCRAV24-01,TRAV24*01,TRAV24
TCRAV24-01*01,TCRAV24-01*01,TRAV24*01,TRAV24
TCRAV24-01*02,TCRAV24-01*02,TRAV24*02,TRAV24
TCRAV25,TCRAV25,TRAV25*01,TRAV25
TCRAV25*01,TCRAV25*01,TRAV25*01,TRAV25
TCRAV25-01,TCRAV25-01,TRAV25*01,TRAV25
TCRAV25-01*01,TCRAV25-01*01,TRAV25*01,TRAV25
TCRAV26-01,TCRAV26-01,TRAV26-1*01,TRAV26-1
TCRAV26-01*01,TCRAV26-01*01,TRAV26-1*01,TRAV26-1
TCRAV26-01*02,TCRAV26-01*02,TRAV26-1*02,TRAV26-1
TCRAV26-01*03,TCRAV26-01*03,TRAV26-1*03,TRAV26-1
TCRAV26-02,TCRAV26-02,TRAV26-2*01,TRAV26-2
TCRAV26-02*01,TCRAV26-02*01,TRAV26-2*01,TRAV26-2
TCRAV26-02*02,TCRAV26-02*02,TRAV26-2*02,TRAV26-2
TCRAV27,TCRAV27,TRAV27*01,TRAV27
TCRAV27*01,TCRAV27*01,TRAV27*01,TRAV27
TCRAV27*02,TCRAV27*02,TRAV27*02,TRAV27
TCRAV27*03,TCRAV27*03,TRAV27*03,TRAV27
TCRAV27-01,TCRAV27-01,TRAV27*01,TRAV27
TCRAV27-01*01,TCRAV27-01*01,TRAV27*01,TRAV27
TCRAV27-01*02,TCRAV27-01*02,TRAV27*02,TRAV27
TCRAV27-01*03,TCRAV27-01*03,TRAV27*03,TRAV27
TCRAV28,TCRAV28,TRAV28*01,TRAV28
TCRAV28*01,TCRAV28*01,TRAV28*01,TRAV28
TCRAV28*02,TCRAV28*02,TRAV28*02,TRAV28
TCRAV28-01,TCRAV28-01,TRAV28*01,TRAV28
TCRAV28-01*01,TCRAV28-01*01,TRAV28*01,TRAV28
TCRAV28-01*02,TCRAV28-01*02,TRAV28*02,TRAV28
TCRAV29,TCRAV29,TRAV29/DV5*01,TRAV29/DV5
TCRAV29*01,TCRAV29*01,TRAV29/DV5*01,TRAV29/DV5
TCRAV29*02,TCRAV29*02,TRAV29/DV5*02,TRAV29/DV5
TCRAV29*03,TCRAV29*03,TRAV29/DV5*03,TRAV29/DV5
TCRAV29*04,TCRAV29*04,TRAV29/DV5*04,TRAV29/DV5
TCRAV29-01,TCRAV29-01,TRAV29/DV5*01,TRAV29/DV5
TCRAV29-01*01,TCRAV29-01*01,TRAV29/DV5*01,TRAV29/DV5
TCRAV29-01*02,TCRAV29-01*02,TRAV29/DV5*02,TRAV29/DV5
TCRAV29-01*03,TCRAV29-01*03,TRAV29/DV5*03,TRAV29/DV5
TCRAV29-01*04,TCRAV29-01*04,TRAV29/DV5*04,TRAV29/DV5
TCRAV30,TCRAV30,TRAV30*01,TRAV30
TCRAV30*01,TCRAV30*01,TRAV30*01,TRAV30
TCRAV30*02,TCRAV30*02,TRAV30*02,TRAV30
TCRAV30*03,TCRAV30*03,TRAV30*03,TRAV30
TCRAV30*04,TCRAV30*04,TRAV30*04,TRAV30
TCRAV30*05,TCRAV30*05,TRAV30*05,TRAV30
TCRAV30-01,TCRAV30-01,TRAV30*01,TRAV30
TCRAV30-01*01,TCRAV30-01*01,TRAV30*01,TRAV30
TCRAV30-01*02,TCRAV30-01*02,TRAV30*02,TRAV30
TCRAV30-01*03,TCRAV30-01*03,TRAV30*03,TRAV30
TCRAV30-01*04,TCRAV30-01*04,TRAV30*04,TRAV30
TCRAV30-01*05,TCRAV30-01*05,TRAV30*05,TRAV30
TCRAV31,TCRAV31,TRAV31*01,TRAV31
TCRAV31*01,TCRAV31*01,TRAV31*01,TRAV31
TCRAV31*02,TCRAV31*02,TRAV31*02,TRAV31
TCRAV31-01,TCRAV31-01,TRAV31*01,TRAV31
TCRAV31-01*01,TCRAV31-01*01,TRAV31*01,TRAV31
TCRAV31-01*02,TCRAV31-01*02,TRAV31*02,TRAV31
TCRAV32,TCRAV32,TRAV32*01,TRAV32
TCRAV32*01,TCRAV32*01,TRAV32*01,TRAV32
TCRAV32-01,TCRAV32-01,TRAV32*01,TRAV32
TCRAV32-01*01,TCRAV32-01*01,TRAV32*01,TRAV32
TCRAV33,TCRAV33,TRAV33*01,TRAV33
TCRAV33*01,TCRAV33*01,TRAV33*01,TRAV33
TCRAV33*02,TCRAV33*02,TRAV33*02,TRAV33
TCRAV33-01,TCRAV33-01,TRAV33*01,TRAV33
TCRAV33-01*01,TCRAV33-01*01,TRAV33*01,TRAV33
TCRAV33-01*02,TCRAV33-01*02,TRAV33*02,TRAV33
TCRAV34,TCRAV34,TRAV34*01,TRAV34
TCRAV34*01,TCRAV34*01,TRAV34*01,TRAV34
TCRAV34-01,TCRAV34-01,TRAV34*01,TRAV34
TCRAV34-01*01,TCRAV34-01*01,TRAV34*01,TRAV34
TCRAV35,TCRAV35,TRAV35*01,TRAV35
TCRAV35*01,TCRAV35*01,TRAV35*01,TRAV35
TCRAV35*02,TCRAV35*02,TRAV35*02,TRAV35
TCRAV35*03,TCRAV35*03,TRAV35*03,TRAV35
TCRAV35-01,TCRAV35-01,TRAV35*01,TRAV35
TCRAV35-01*01,TCRAV35-01*01,TRAV35*01,TRAV35
TCRAV35-01*02,TCRAV35-01*02,TRAV35*02,TRAV35
TCRAV35-01*03,TCRAV35-01*03,TRAV35*03,TRAV35
TCRAV36,TCRAV36,TRAV36/DV7*01,TRAV36/DV7
TCRAV36*01,TCRAV36*01,TRAV36/DV7*01,TRAV36/DV7
TCRAV36*02,TCRAV36*02,TRAV36/DV7*02,TRAV36/DV7
TCRAV36*03,TCRAV36*03,TRAV36/DV7*03,TRAV36/DV7
TCRAV36*04,TCRAV36*04,TRAV36/DV7*04,TRAV36/DV7
TCRAV36*05,TCRAV36*05,TRAV36/DV7*05,TRAV36/DV7
TCRAV36-01,TCRAV36-01,TRAV36/DV7*01,TRAV36/DV7
TCRAV36-01*01,TCRAV36-01*01,TRAV36/DV7*01,TRAV36/DV7
TCRAV36-01*02,TCRAV36-01*02,TRAV36/DV7*02,TRAV36/DV7
TCRAV36-01*03,TCRAV36-01*03,TRAV36/DV7*03,TRAV36/DV7
TCRAV36-01*04,TCRAV36-01*04,TRAV36/DV7*04,TRAV36/DV7
TCRAV36-01*05,TCRAV36-01*05,TRAV36/DV7*05,TRAV36/DV7
TCRAV37,TCRAV37,TRAV37*01,TRAV37
TCRAV37*01,TCRAV37*01,TRAV37*01,TRAV37
TCRAV37-01,TCRAV37-01,TRAV37*01,TRAV37
TCRAV37-01*01,TCRAV37-01*01,TRAV37*01,TRAV37
TCRAV38-01,TCRAV38-01,TRAV38-1*01,TRAV38-1
TCRAV38-01*01,TCRAV38-01*01,TRAV38-1*01,TRAV38-1
TCRAV38-01*02,TCRAV38-01*02,TRAV38-1*02,TRAV38-1
TCRAV38-01*03,TCRAV38-01*03,TRAV38-1*03,TRAV38-1
TCRAV38-01*04,TCRAV38-01*04,TRAV38-1*04,TRAV38-1
TCRAV38-02,TCRAV38-02,TRAV38-2/DV8*01,TRAV38-2/DV8
TCRAV38-02*01,TCRAV38-02*01,TRAV38-2/DV8*01,TRAV38-2/DV8
TCRAV39,TCRAV39,TRAV39*01,TRAV39
TCRAV39*01,TCRAV39*01,TRAV39*01,TRAV39
TCRAV39-01,TCRAV39-01,TRAV39*01,TRAV39
TCRAV39-01*01,TCRAV39-01*01,TRAV39*01,TRAV39
TCRAV40,TCRAV40,TRAV40*01,TRAV40
TCRAV40*01,TCRAV40*01,TRAV40*01,TRAV40
TCRAV40-01,TCRAV40-01,TRAV40*01,TRAV40
TCRAV40-01*01,TCRAV40-01*01,TRAV40*01,TRAV40
TCRAV41,TCRAV41,TRAV41*01,TRAV41
TCRAV41*01,TCRAV41*01,TRAV41*01,TRAV41
TCRAV41-01,TCRAV41-01,TRAV41*01,TRAV41
TCRAV41-01*01,TCRAV41-01*01,TRAV41*01,TRAV41
TCRAV46,TCRAV46,TRAV46*01,TRAV46
TCRAV46*01,TCRAV46*01,TRAV46*01,TRAV46
TCRAV46-01,TCRAV46-01,TRAV46*01,TRAV46
TCRAV46-01*01,TCRAV46-01*01,TRAV46*01,TRAV46
TCRAVA,TCRAVA,TRAVA*01,TRAVA
TCRAVA*01,TCRAVA*01,TRAVA*01,TRAVA
TCRAVA*02,TCRAVA*02,TRAVA*02,TRAVA
TCRAVA-01,TCRAVA-01,TRAVA*01,TRAVA
TCRAVA-01*01,TCRAVA-01*01,TRAVA*01,TRAVA
TCRAVA-01*02,TCRAVA-01*02,TRAVA*02,TRAVA
TCRAVB,TCRAVB,TRAVB*01,TRAVB
TCRAVB*01,TCRAVB*01,TRAVB*01,TRAVB
TCRAVB*02,TCRAVB*02,TRAVB*02,TRAVB
TCRAVB-01,TCRAVB-01,TRAVB*01,TRAVB
TCRAVB-01*01,TCRAVB-01*01,TRAVB*01,TRAVB
TCRAVB-01*02,TCRAVB-01*02,TRAVB*02,TRAVB
TCRBD01,TCRBD01,TRBD1*01,TRBD1
TCRBD01*01,TCRBD01*01,TRBD1*01,TRBD1
TCRBD01-01,TCRBD01-01,TRBD1*01,TRBD1
TCRBD01-01*01,TCRBD01-01*01,TRBD1*01,TRBD1
TCRBD02,TCRBD02,TRBD2*01,TRBD2
TCRBD02*01,TCRBD02*01,TRBD2*01,TRBD2
TCRBD02*02,TCRBD02*02,TRBD2*02,TRBD2
TCRBD02-01,TCRBD02-01,TRBD2*01,TRBD2
TCRBD02-01*01,TCRBD02-01*01,TRBD2*01,TRBD2
TCRBD02-01*02,TCRBD02-01*02,TRBD2*02,TRBD2
TCRBJ01-01,TCRBJ01-01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-01*01,TCRBJ01-01*01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-02,TCRBJ01-02,TRBJ1-2*01,TRBJ1-2
TCRBJ01-02*01,TCRBJ01-02*01,TRBJ1-2*01,TRBJ1-2
TCRBJ01-03,TCRBJ01-03,TRBJ1-3*01,TRBJ1-3
TCRBJ01-03*01,TCRBJ01-03*01,TRBJ1-3*01,TRBJ1-3
TCRBJ01-04,TCRBJ01-04,TRBJ1-4*01,TRBJ1-4
TCRBJ01-04*01,TCRBJ01-04*01,TRBJ1-4*01,TRBJ1-4
TCRBJ01-05,TCRBJ01-05,TRBJ1-5*01,TRBJ1-5
TCRBJ01-05*01,TCRBJ01-05*01,TRBJ1-5*01,TRBJ1-5
TCRBJ01-06,TCRBJ01-06,TRBJ1-6*01,TRBJ1-6
TCRBJ01-06*01,TCRBJ01-06*01,TRBJ1-6*01,TRBJ1-6
TCRBJ01-06*02,TCRBJ01-06*02,TRBJ1-6*02,TRBJ1-6
TCRBJ02-01,TCRBJ02-01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-01*01,TCRBJ02-01*01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-02,TCRBJ02-02,TRBJ2-2*01,TRBJ2-2
TCRBJ02-02*01,TCRBJ02-02*01,TRBJ2-2*01,TRBJ2-2
TCRBJ02-02P,TCRBJ02-02P,TRBJ2-2P*01,TRBJ2-2P
TCRBJ02-02P*01,TCRBJ02-02P*01,TRBJ2-2P*01,TRBJ2-2P
TCRBJ02-03,TCRBJ02-03,TRBJ2-3*01,TRBJ2-3
TCRBJ02-03*01,TCRBJ02-03*01,TRBJ2-3*01,TRBJ2-3
TCRBJ02-04,TCRBJ02-04,TRBJ2-4*01,TRBJ2-4
TCRBJ02-04*01,TCRBJ02-04*01,TRBJ2-4*01,TRBJ2-4
TCRBJ02-05,TCRBJ02-05,TRBJ2-5*01,TRBJ2-5
TCRBJ02-05*01,TCRBJ02-05*01,TRBJ2-5*01,TRBJ2-5
TCRBJ02-06,TCRBJ02-06,TRBJ2-6*01,TRBJ2-6
TCRBJ02-06*01,TCRBJ02-06*01,TRBJ2-6*01,TRBJ2-6
TCRBJ02-07,TCRBJ02-07,TRBJ2-7*01,TRBJ2-7
TCRBJ02-07*01,TCRBJ02-07*01,TRBJ2-7*01,TRBJ2-7
TCRBJ02-07*02,TCRBJ02-07*02,TRBJ2-7*02,TRBJ2-7
TCRBV01,TCRBV01,TRBV1*01,TRBV1
TCRBV01*01,TCRBV01*01,TRBV1*01,TRBV1
TCRBV01-01,TCRBV01-01,TRBV1*01,TRBV1
TCRBV01-01*01,TCRBV01-01*01,TRBV1*01,TRBV1
TCRBV02,TCRBV02,TRBV2*01,TRBV2
TCRBV02*01,TCRBV02*01,TRBV2*01,TRBV2
TCRBV02*02,TCRBV02*02,TRBV2*02,TRBV2
TCRBV02*03,TCRBV02*03,TRBV2*03,TRBV2
TCRBV02-01,TCRBV02-01,TRBV2*01,TRBV2
TCRBV02-01*01,TCRBV02-01*01,TRBV2*01,TRBV2
TCRBV02-01*02,TCRBV02-01*02,TRBV2*02,TRBV2
TCRBV02-01*03,TCRBV02-01*03,TRBV2*03,TRBV2
TCRBV03-01,TCRBV03-01,TRBV3-1*01,TRBV3-1
TCRBV03-01*01,TCRBV03-01*01,TRBV3-1*01,TRBV3-1
TCRBV03-01*02,TCRBV03-01*02,TRBV3-1*02,TRBV3-1
TCRBV03-02,TCRBV03-02,TRBV3-2*01,TRBV3-2
TCRBV03-02*01,TCRBV03-02*01,TRBV3-2*01,TRBV3-2
TCRBV03-02*02,TCRBV03-02*02,TRBV3-2*02,TRBV3-2
TCRBV03-02*03,TCRBV03-02*03,TRBV3-2*03,TRBV3-2
TCRBV04-01,TCRBV04-01,TRBV4-1*01,TRBV4-1
TCRBV04-01*01,TCRBV04-01*01,TRBV4-1*01,TRBV4-1
TCRBV04-01*02,TCRBV04-01*02,TRBV4-1*02,TRBV4-1
TCRBV04-02,TCRBV04-02,TRBV4-2*01,TRBV4-2
TCRBV04-02*01,TCRBV04-02*01,TRBV4-2*01,TRBV4-2
TCRBV04-02*02,TCRBV04-02*02,TRBV4-2*02,TRBV4-2
TCRBV04-03,TCRBV04-03,TRBV4-3*01,TRBV4-3
TCRBV04-03*01,TCRBV04-03*01,TRBV4-3*01,TRBV4-3
TCRBV04-03*02,TCRBV04-03*02,TRBV4-3*02,TRBV4-3
TCRBV04-03*03,TCRBV04-03*03,TRBV4-3*03,TRBV4-3
TCRBV04-03*04,TCRBV04-03*04,TRBV4-3*04,TRBV4-3
TCRBV05-01,TCRBV05-01,TRBV5-1*01,TRBV5-1
TCRBV05-01*01,TCRBV05-01*01,TRBV5-1*01,TRBV5-1
TCRBV05-01*02,TCRBV05-01*02,TRBV5-1*02,TRBV5-1
TCRBV05-02,TCRBV05-02,TRBV5-2*01,TRBV5-2
TCRBV05-02*01,TCRBV05-02*01,TRBV5-2*01,TRBV5-2
TCRBV05-03,TCRBV05-03,TRBV5-3*01,TRBV5-3
TCRBV05-03*01,TCRBV05-03*01,TRBV5-3*01,TRBV5-3
TCRBV05-03*02,TCRBV05-03*02,TRBV5-3*02,TRBV5-3
TCRBV05-04,TCRBV05-04,TRBV5-4*01,TRBV5-4
TCRBV05-04*01,TCRBV05-04*01,TRBV5-4*01,TRBV5-4
TCRBV05-04*02,TCRBV05-04*02,TRBV5-4*02,TRBV5-4
TCRBV05-04*03,TCRBV05-04*03,TRBV5-4*03,TRBV5-4
TCRBV05-04*04,TCRBV05-04*04,TRBV5-4*04,TRBV5-4
TCRBV05-05,TCRBV05-05,TRBV5-5*01,TRBV5-5
TCRBV05-05*01,TCRBV05-05*01,TRBV5-5*01,TRBV5-5
TCRBV05-05*02,TCRBV05-05*02,TRBV5-5*02,TRBV5-5
TCRBV05-05*03,TCRBV05-05*03,TRBV5-5*03,TRBV5-5
TCRBV05-06,TCRBV05-06,TRBV5-6*01,TRBV5-6
TCRBV05-06*01,TCRBV05-06*01,TRBV5-6*01,TRBV5-6
TCRBV05-07,TCRBV05-07,TRBV5-7*01,TRBV5-7
TCRBV05-07*01,TCRBV05-07*01,TRBV5-7*01,TRBV5-7
TCRBV05-08,TCRBV05-08,TRBV5-8*01,TRBV5-8
TCRBV05-08*01,TCRBV05-08*01,TRBV5-8*01,TRBV5-8
TCRBV05-08*02,TCRBV05-08*02,TRBV5-8*02,TRBV5-8
TCRBV06-01,TCRBV06-01,TRBV6-1*01,TRBV6-1
TCRBV06-01*01,TCRBV06-01*01,TRBV6-1*01,TRBV6-1
TCRBV06-02,TCRBV06-02,TRBV6-2*01,TRBV6-2
TCRBV06-02*01,TCRBV06-02*01,TRBV6-2*01,TRBV6-2
TCRBV06-03,TCRBV06-03,TRBV6-3*01,TRBV6-3
TCRBV06-03*01,TCRBV06-03*01,TRBV6-3*01,TRBV6-3
TCRBV06-04,TCRBV06-04,TRBV6-4*01,TRBV6-4
TCRBV06-04*01,TCRBV06-04*01,TRBV6-4*01,TRBV6-4
TCRBV06-04*02,TCRBV06-04*02,TRBV6-4*02,TRBV6-4
TCRBV06-05,TCRBV06-05,TRBV6-5*01,TRBV6-5
TCRBV06-05*01,TCRBV06-05*01,TRBV6-5*01,TRBV6-5
TCRBV06-06,TCRBV06-06,TRBV6-6*01,TRBV6-6
TCRBV06-06*01,TCRBV06-06*01,TRBV6-6*01,TRBV6-6
TCRBV06-06*02,TCRBV06-06*02,TRBV6-6*02,TRBV6-6
TCRBV06-06*03,TCRBV06-06*03,TRBV6-6*03,TRBV6-6
TCRBV06-06*04,TCRBV06-06*04,TRBV6-6*04,TRBV6-6
TCRBV06-06*05,TCRBV06-06*05,TRBV6-6*05,TRBV6-6
TCRBV06-07,TCRBV06-07,TRBV6-7*01,TRBV6-7
TCRBV06-07*01,TCRBV06-07*01,TRBV6-7*01,TRBV6-7
TCRBV06-08,TCRBV06-08,TRBV6-8*01,TRBV6-8
TCRBV06-08*01,TCRBV06-08*01,TRBV6-8*01,TRBV6-8
TCRBV06-09,TCRBV06-09,TRBV6-9*01,TRBV6-9
TCRBV06-09*01,TCRBV06-09*01,TRBV6-9*01,TRBV6-9
TCRBV07-01,TCRBV07-01,TRBV7-1*01,TRBV7-1
TCRBV07-01*01,TCRBV07-01*01,TRBV7-1*01,TRBV7-1
TCRBV07-02,TCRBV07-02,TRBV7-2*01,TRBV7-2
TCRBV07-02*01,TCRBV07-02*01,TRBV7-2*01,TRBV7-2
TCRBV07-02*02,TCRBV07-02*02,TRBV7-2*02,TRBV7-2
TCRBV07-02*03,TCRBV07-02*03,TRBV7-2*03,TRBV7-2
TCRBV07-02*04,TCRBV07-02*04,TRBV7-2*04,TRBV7-2
TCRBV07-03,TCRBV07-03,TRBV7-3*01,TRBV7-3
TCRBV07-03*01,TCRBV07-03*01,TRBV7-3*01,TRBV7-3
TCRBV07-03*02,TCRBV07-03*02,TRBV7-3*02,TRBV7-3
TCRBV07-03*03,TCRBV07-03*03,TRBV7-3*03,TRBV7-3
TCRBV07-03*04,TCRBV07-03*04,TRBV7-3*04,TRBV7-3
TCRBV07-03*05,TCRBV07-03*05,TRBV7-3*05,TRBV7-3
TCRBV07-04,TCRBV07-04,TRBV7-4*01,TRBV7-4
TCRBV07-04*01,TCRBV07-04*01,TRBV7-4*01,TRBV7-4
TCRBV07-04*02,TCRBV07-04*02,TRBV7-4*02,TRBV7-4
TCRBV07-05,TCRBV07-05,TRBV7-5*01,TRBV7-5
TCRBV07-05*01,TCRBV07-05*01,TRBV7-5*01,TRBV7-5
TCRBV07-05*02,TCRBV07-05*02,TRBV7-5*02,TRBV7-5
TCRBV07-06,TCRBV07-06,TRBV7-6*01,TRBV7-6
TCRBV07-06*01,TCRBV07-06*01,TRBV7-6*01,TRBV7-6
TCRBV07-06*02,TCRBV07-06*02,TRBV7-6*02,TRBV7-6
TCRBV07-07,TCRBV07-07,TRBV7-7*01,TRBV7-7
TCRBV07-07*01,TCRBV07-07*01,TRBV7-7*01,TRBV7-7
TCRBV07-07*02,TCRBV07-07*02,TRBV7-7*02,TRBV7-7
TCRBV07-08,TCRBV07-08,TRBV7-8*01,TRBV7-8
TCRBV07-08*01,TCRBV07-08*01,TRBV7-8*01,TRBV7-8
TCRBV07-08*02,TCRBV07-08*02,TRBV7-8*02,TRBV7-8
TCRBV07-08*03,TCRBV07-08*03,TRBV7-8*03,TRBV7-8
TCRBV07-09,TCRBV07-09,TRBV7-9*01,TRBV7-9
TCRBV07-09*01,TCRBV07-09*01,TRBV7-9*01,TRBV7-9
TCRBV07-09*02,TCRBV07-09*02,TRBV7-9*02,TRBV7-9
TCRBV07-09*03,TCRBV07-09*03,TRBV7-9*03,TRBV7-9
TCRBV07-09*04,TCRBV07-09*04,TRBV7-9*04,TRBV7-9
TCRBV07-09*05,TCRBV07-09*05,TRBV7-9*05,TRBV7-9
TCRBV07-09*06,TCRBV07-09*06,TRBV7-9*06,TRBV7-9
TCRBV07-09*07,TCRBV07-09*07,TRBV7-9*07,TRBV7-9
TCRBV08-01,TCRBV08-01,TRBV8-1*01,TRBV8-1
TCRBV08-01*01,TCRBV08-01*01,TRBV8-1*01,TRBV8-1
TCRBV08-01*02,TCRBV08-01*02,TRBV8-1*02,TRBV8-1
TCRBV08-02,TCRBV08-02,TRBV8-2*01,TRBV8-2
TCRBV08-02*01,TCRBV08-02*01,TRBV8-2*01,TRBV8-2
TCRBV08-02*02,TCRBV08-02*02,TRBV8-2*02,TRBV8-2
TCRBV09,TCRBV09,TRBV9*01,TRBV9
TCRBV09*01,TCRBV09*01,TRBV9*01,TRBV9
TCRBV09*02,TCRBV09*02,TRBV9*02,TRBV9
TCRBV09*03,TCRBV09*03,TRBV9*03,TRBV9
TCRBV09-01,TCRBV09-01,TRBV9*01,TRBV9
TCRBV09-01*01,TCRBV09-01*01,TRBV9*01,TRBV9
TCRBV09-01*02,TCRBV09-01*02,TRBV9*02,TRBV9
TCRBV09-01*03,TCRBV09-01*03,TRBV9*03,TRBV9
TCRBV10-01,TCRBV10-01,TRBV10-1*01,TRBV10-1
TCRBV10-01*01,TCRBV10-01*01,TRBV10-1*01,TRBV10-1
TCRBV10-01*02,TCRBV10-01*02,TRBV10-1*02,TRBV10-1
TCRBV10-01*03,TCRBV10-01*03,TRBV10-1*03,TRBV10-1
TCRBV10-02,TCRBV10-02,TRBV10-2*01,TRBV10-2
TCRBV10-02*01,TCRBV10-02*01,TRBV10-2*01,TRBV10-2
TCRBV10-02*02,TCRBV10-02*02,TRBV10-2*02,TRBV10-2
TCRBV10-03,TCRBV10-03,TRBV10-3*01,TRBV10-3
TCRBV10-03*01,TCRBV10-03*01,TRBV10-3*01,TRBV10-3
TCRBV10-03*02,TCRBV10-03*02,TRBV10-3*02,TRBV10-3
TCRBV10-03*03,TCRBV10-03*03,TRBV10-3*03,TRBV10-3
TCRBV10-03*04,TCRBV10-03*04,TRBV10-3*04,TRBV10-3
TCRBV11-01,TCRBV11-01,TRBV11-1*01,TRBV11-1
TCRBV11-01*01,TCRBV11-01*01,TRBV11-1*01,TRBV11-1
TCRBV11-02,TCRBV11-02,TRBV11-2*01,TRBV11-2
TCRBV11-02*01,TCRBV11-02*01,TRBV11-2*01,TRBV11-2
TCRBV11-02*02,TCRBV11-02*02,TRBV11-2*02,TRBV11-2
TCRBV11-02*03,TCRBV11-02*03,TRBV11-2*03,TRBV11-2
TCRBV11-03,TCRBV11-03,TRBV11-3*01,TRBV11-3
TCRBV11-03*01,TCRBV11-03*01,TRBV11-3*01,TRBV11-3
TCRBV11-03*02,TCRBV11-03*02,TRBV11-3*02,TRBV11-3
TCRBV11-03*03,TCRBV11-03*03,TRBV11-3*03,TRBV11-3
TCRBV11-03*04,TCRBV11-03*04,TRBV11-3*04,TRBV11-3
TCRBV12-01,TCRBV12-01,TRBV12-1*01,TRBV12-1
TCRBV12-01*01,TCRBV12-01*01,TRBV12-1*01,TRBV12-1
TCRBV12-02,TCRBV12-02,TRBV12-2*01,TRBV12-2
TCRBV12-02*01,TCRBV12-02*01,TRBV12-2*01,TRBV12-2
TCRBV12-03,TCRBV12-03,TRBV12-3*01,TRBV12-3
TCRBV12-03*01,TCRBV12-03*01,TRBV12-3*01,TRBV12-3
TCRBV12-04,TCRBV12-04,TRBV12-4*01,TRBV12-4
TCRBV12-04*01,TCRBV12-04*01,TRBV12-4*01,TRBV12-4
TCRBV12-04*02,TCRBV12-04*02,TRBV12-4*02,TRBV12-4
